request date,USD cash balance,EUR cash balance,Total cash balance in EUR,USD-EUR exchange rate,EUR-EUR exchange rate,USD deposits,EUR deposits,Total deposits in EUR,USD withdrawals,EUR withdrawals,Total withdrawals in EUR,USD investments,EUR investments,Total investment in EUR,Market value of the USD investments,Market value of the EUR investments,Total market value in EUR,P/L in USD,P/L in EUR,Total P/L in EUR
2018-01-01 21:00:00,2112.772,,1759.91794828,0.83299,,20000,,16659.8,0,,0,96049.37,,80008.1647163,567542.68,,472757.3770132,469380.54,,390989.2960146
2018-01-02 21:00:00,2112.772,,1758.94607316,0.83253,,20000,,16650.6,0,,0,96049.37,,79963.9820061,567542.68,,472496.3073804,469380.54,,390773.3809662
2018-01-03 21:00:00,2112.772,,1751.3823494,0.82895,,20000,,16579,0,,0,96049.37,,79620.1252615,573450.15,,475361.5018425,475288.01,,393989.9958895
2018-01-04 21:00:00,2112.772,,1759.11509492,0.83261,,20000,,16652.2,0,,0,96049.37,,79971.6659557,571559.3,,475885.988773,473397.16,,394155.2093876
2018-01-05 21:00:00,2112.772,,1750.60062376,0.82858,,20000,,16571.6,0,,0,96049.37,,79584.5869946,572576.81,,474425.6932298,474414.67,,393090.5072686
2018-01-06 21:00:00,2112.772,,1755.16421128,0.83074,,20000,,16614.8,0,,0,96049.37,,79792.0536338,567913.28,,471788.2782272,469751.14,,390241.0620436
2018-01-07 21:00:00,2112.772,,1755.16421128,0.83074,,20000,,16614.8,0,,0,96049.37,,79792.0536338,567913.28,,471788.2782272,469751.14,,390241.0620436
2018-01-08 21:00:00,2112.772,,1755.16421128,0.83074,,20000,,16614.8,0,,0,96049.37,,79792.0536338,567913.28,,471788.2782272,469751.14,,390241.0620436
2018-01-09 21:00:00,2112.772,,1764.98860108,0.83539,,20000,,16707.8,0,,0,96049.37,,80238.6832043,568736.24,,475116.5675336,470574.1,,393112.897399
2018-01-10 21:00:00,2112.772,,1771.07338444,0.83827,,20000,,16765.4,0,,0,96049.37,,80515.3053899,567096.03,,475379.5890681,468933.89,,393093.2119703
2018-01-11 21:00:00,2112.772,,1767.10137308,0.83639,,20000,,16727.8,0,,0,96049.37,,80334.7325743,563049.86,,470929.2724054,464887.72,,388827.4401308
2018-01-12 21:00:00,2112.772,,1754.48812424,0.83042,,20000,,16608.4,0,,0,96049.37,,79761.3178354,564418.92,,468704.7595464,466256.78,,387188.9552476
2018-01-13 21:00:00,2112.772,,1732.87446668,0.82019,,20000,,16403.8,0,,0,96049.37,,78778.7327803,547373.48,,448950.2545612,449211.34,,368438.6489546
2018-01-14 21:00:00,2112.772,,1732.87446668,0.82019,,20000,,16403.8,0,,0,96049.37,,78778.7327803,547373.48,,448950.2545612,449211.34,,368438.6489546
2018-01-15 21:00:00,2112.772,,1732.87446668,0.82019,,20000,,16403.8,0,,0,96049.37,,78778.7327803,547373.48,,448950.2545612,449211.34,,368438.6489546
2018-01-16 21:00:00,2112.772,,1722.1204572,0.8151,,20000,,16302,0,,0,96049.37,,78289.841487,547373.48,,446164.123548,449211.34,,366152.163234
2018-01-17 21:00:00,2112.772,,1721.71903052,0.81491,,20000,,16298.2,0,,0,96049.37,,78271.5921067,546340.19,,445218.0842329,448178.05,,365224.7747255
2018-01-18 21:00:00,2112.772,,1734.057619,0.82075,,20000,,16415,0,,0,96049.37,,78832.5204275,520809.03,,427454.0113725,422646.89,,346887.4349675
2018-01-19 21:00:00,2112.772,,1726.59953384,0.81722,,20000,,16344.4,0,,0,96049.37,,78493.4661514,521497.7,,426178.350394,423335.56,,345958.2863432
2018-01-20 21:00:00,2112.772,,1723.93744112,0.81596,,20000,,16319.2,0,,0,96049.37,,78372.4439452,517959.82,,422634.4947272,419797.68,,342538.1149728
2018-01-21 21:00:00,2112.772,,1723.93744112,0.81596,,20000,,16319.2,0,,0,96049.37,,78372.4439452,517959.82,,422634.4947272,419797.68,,342538.1149728
2018-01-22 21:00:00,2112.772,,1723.93744112,0.81596,,20000,,16319.2,0,,0,96049.37,,78372.4439452,517959.82,,422634.4947272,419797.68,,342538.1149728
2018-01-23 21:00:00,2112.772,,1723.83180252,0.81591,,20000,,16318.2,0,,0,96049.37,,78367.6414767,506153.99,,412976.1019809,407991.85,,332884.6303335
2018-01-24 21:00:00,2112.772,,1716.26807876,0.81233,,20000,,16246.6,0,,0,96049.37,,78023.7847321,512216.5,,416088.829445,414054.36,,336348.7782588
2018-01-25 21:00:00,2112.772,,1705.07038716,0.80703,,20000,,16140.6,0,,0,96049.37,,77514.7230711,509228.82,,410962.9346046,411066.68,,331743.1427604
2018-01-26 21:00:00,2112.772,,1704.9013654,0.80695,,20000,,16139,0,,0,96049.37,,77507.0391215,511970.81,,413134.8451295,413808.67,,333922.9062565
2018-01-27 21:00:00,2112.772,,1699.99973436,0.80463,,20000,,16092.6,0,,0,96049.37,,77284.2045831,501438,,403472.05794,403275.86,,324487.8552318
2018-01-28 21:00:00,2112.772,,1699.99973436,0.80463,,20000,,16092.6,0,,0,96049.37,,77284.2045831,501438,,403472.05794,403275.86,,324487.8552318
2018-01-29 21:00:00,2112.772,,1699.99973436,0.80463,,20000,,16092.6,0,,0,96049.37,,77284.2045831,501438,,403472.05794,403275.86,,324487.8552318
2018-01-30 21:00:00,2112.772,,1706.44368896,0.80768,,20000,,16153.6,0,,0,96049.37,,77577.1551616,499491.44,,403429.2462592,401329.3,,324145.649024
2018-01-31 21:00:00,2112.772,,1702.53506076,0.80583,,20000,,16116.6,0,,0,96049.37,,77399.4638271,501707.67,,404291.0917161,403545.53,,325189.0944399
2018-02-01 21:00:00,2112.772,,1701.28852528,0.80524,,20000,,16104.8,0,,0,96049.37,,77342.7946988,501394.99,,403743.3017476,403232.85,,324699.220134
2018-02-02 21:00:00,2112.772,,1688.86542592,0.79936,,20000,,15987.2,0,,0,96049.37,,76778.0244032,492762.63,,393894.7359168,394600.49,,315427.8476864
2018-02-03 21:00:00,2112.772,,1697.42215252,0.80341,,20000,,16068.2,0,,0,96049.37,,77167.0243517,504139.35,,405030.5951835,405977.21,,326166.1502861
2018-02-04 21:00:00,2112.772,,1697.42215252,0.80341,,20000,,16068.2,0,,0,96049.37,,77167.0243517,504139.35,,405030.5951835,405977.21,,326166.1502861
2018-02-05 21:00:00,2112.772,,1697.42215252,0.80341,,20000,,16068.2,0,,0,96049.37,,77167.0243517,504139.35,,405030.5951835,405977.21,,326166.1502861
2018-02-06 21:00:00,2112.772,,1708.2818006,0.80855,,20000,,16171,0,,0,96049.37,,77660.7181135,528877.24,,427623.692402,430715.1,,348254.694105
2018-02-07 21:00:00,2112.772,,1706.42256124,0.80767,,20000,,16153.4,0,,0,96049.37,,77576.1946679,531312.03,,429124.7872701,433149.89,,349842.1716563
2018-02-08 21:00:00,2112.772,,1722.16271264,0.81512,,20000,,16302.4,0,,0,96049.37,,78291.7624744,500484.43,,407954.8685816,402322.29,,327940.9450248
2018-02-09 21:00:00,2112.772,,1723.19797092,0.81561,,20000,,16312.2,0,,0,96049.37,,78338.8266657,512294.04,,417832.1419644,414131.9,,337770.118959
2018-02-10 21:00:00,2112.772,,1724.31774008,0.81614,,20000,,16322.8,0,,0,96049.37,,78389.7328318,517125.03,,422046.4219842,418962.89,,341932.3730446
2018-02-11 21:00:00,2112.772,,1724.31774008,0.81614,,20000,,16322.8,0,,0,96049.37,,78389.7328318,517125.03,,422046.4219842,418962.89,,341932.3730446
2018-02-12 21:00:00,2112.772,,1724.31774008,0.81614,,20000,,16322.8,0,,0,96049.37,,78389.7328318,517125.03,,422046.4219842,418962.89,,341932.3730446
2018-02-13 21:00:00,2112.772,,1717.17657072,0.81276,,20000,,16255.2,0,,0,96049.37,,78065.0859612,517919.82,,420944.5129032,419757.68,,341162.2519968
2018-02-14 21:00:00,2112.772,,1710.22555084,0.80947,,20000,,16189.4,0,,0,96049.37,,77749.0835339,522153.99,,422667.9902853,423991.85,,343208.6828195
2018-02-15 21:00:00,2112.772,,1694.6544212,0.8021,,20000,,16042,0,,0,96049.37,,77041.199677,539044.03,,432367.216463,440881.89,,353631.363969
2018-02-16 21:00:00,2112.772,,1689.73166244,0.79977,,20000,,15995.4,0,,0,96049.37,,76817.4046449,541967.55,,433449.3874635,443805.41,,354942.2527557
2018-02-17 21:00:00,2112.772,,1702.21814496,0.80568,,20000,,16113.6,0,,0,96049.37,,77385.0564216,542221.05,,436856.655564,444058.91,,357769.3826088
2018-02-18 21:00:00,2112.772,,1702.21814496,0.80568,,20000,,16113.6,0,,0,96049.37,,77385.0564216,542221.05,,436856.655564,444058.91,,357769.3826088
2018-02-19 21:00:00,2112.772,,1702.21814496,0.80568,,20000,,16113.6,0,,0,96049.37,,77385.0564216,542221.05,,436856.655564,444058.91,,357769.3826088
2018-02-20 21:00:00,2112.772,,1704.03512888,0.80654,,20000,,16130.8,0,,0,96049.37,,77467.6588798,542221.05,,437322.965667,444058.91,,358151.2732714
2018-02-21 21:00:00,2112.772,,1712.78200496,0.81068,,20000,,16213.6,0,,0,96049.37,,77865.3032716,541333.87,,438848.5417316,443171.73,,359270.4580764
2018-02-22 21:00:00,2112.772,,1720.24009012,0.81421,,20000,,16284.2,0,,0,96049.37,,78204.3575477,543754.71,,442730.5224291,445592.57,,362805.9264197
2018-02-23 21:00:00,2112.772,,1713.986285,0.81125,,20000,,16225,0,,0,96049.37,,77920.0514125,547673.46,,444300.094425,449511.32,,364666.05835
2018-02-24 21:00:00,2112.772,,1719.50061992,0.81386,,20000,,16277.2,0,,0,96049.37,,78170.7402682,544791.9,,443384.335734,446629.76,,363494.0964736
2018-02-25 21:00:00,2112.772,,1719.50061992,0.81386,,20000,,16277.2,0,,0,96049.37,,78170.7402682,544791.9,,443384.335734,446629.76,,363494.0964736
2018-02-26 21:00:00,2112.772,,1719.50061992,0.81386,,20000,,16277.2,0,,0,96049.37,,78170.7402682,544791.9,,443384.335734,446629.76,,363494.0964736
2018-02-27 21:00:00,2112.772,,1715.52860856,0.81198,,20000,,16239.6,0,,0,96049.37,,77990.1674526,537037.92,,436064.0502816,438875.78,,356358.3558444
2018-02-28 21:00:00,2112.772,,1727.48689808,0.81764,,20000,,16352.8,0,,0,96049.37,,78533.8068868,555213.34,,453964.6353176,457051.2,,373703.343168
2018-03-01 21:00:00,2112.772,,1733.02236072,0.82026,,20000,,16405.2,0,,0,96049.37,,78785.4562362,554857.28,,455127.2324928,456695.14,,374608.7555364
2018-03-02 21:00:00,2112.772,,1721.78241368,0.81494,,20000,,16298.8,0,,0,96049.37,,78274.4735878,577427.25,,470568.563115,479265.11,,390572.3087434
2018-03-03 21:00:00,2112.772,,1715.54973628,0.81199,,20000,,16239.8,0,,0,96049.37,,77991.1279463,603864.72,,490332.1139928,505702.58,,410625.4379342
2018-03-04 21:00:00,2112.772,,1715.54973628,0.81199,,20000,,16239.8,0,,0,96049.37,,77991.1279463,603864.72,,490332.1139928,505702.58,,410625.4379342
2018-03-05 21:00:00,2112.772,,1715.54973628,0.81199,,20000,,16239.8,0,,0,96049.37,,77991.1279463,603864.72,,490332.1139928,505702.58,,410625.4379342
2018-03-06 21:00:00,2112.772,,1712.6129832,0.8106,,20000,,16212,0,,0,96049.37,,77857.619322,629459.95,,510240.23547,531297.81,,430670.004786
2018-03-07 21:00:00,2112.772,,1701.56318564,0.80537,,20000,,16107.4,0,,0,96049.37,,77355.2811169,606442.61,,488410.6848157,508280.47,,409353.8421239
2018-03-08 21:00:00,2112.772,,1701.837846,0.8055,,20000,,16110,0,,0,96049.37,,77367.767535,603100.04,,485797.08222,504937.9,,406727.47845
2018-03-09 21:00:00,2112.772,,1716.77514404,0.81257,,20000,,16251.4,0,,0,96049.37,,78046.8365809,604047.09,,490830.5439213,505884.95,,411066.9338215
2018-03-10 21:00:00,2112.772,,1716.47935596,0.81243,,20000,,16248.6,0,,0,96049.37,,78033.3896691,608058.13,,494004.6665559,509895.99,,414254.7991557
2018-03-11 21:00:00,2112.772,,1716.47935596,0.81243,,20000,,16248.6,0,,0,96049.37,,78033.3896691,608058.13,,494004.6665559,509895.99,,414254.7991557
2018-03-12 21:00:00,2112.772,,1716.47935596,0.81243,,20000,,16248.6,0,,0,96049.37,,78033.3896691,608058.13,,494004.6665559,509895.99,,414254.7991557
2018-03-13 21:00:00,2112.772,,1712.1904288,0.8104,,20000,,16208,0,,0,96049.37,,77838.409448,589386.65,,477638.94116,491224.51,,398088.342904
2018-03-14 21:00:00,2112.772,,1704.9013654,0.80695,,20000,,16139,0,,0,96049.37,,77507.0391215,586409.01,,473202.7506195,488246.87,,393990.8117465
2018-03-15 21:00:00,2112.772,,1707.20428688,0.80804,,20000,,16160.8,0,,0,96049.37,,77611.7329348,554659.12,,448186.7553248,456496.98,,368867.8197192
2018-03-16 21:00:00,2112.772,,1716.4159728,0.8124,,20000,,16248,0,,0,96049.37,,78030.508188,570077,,463130.5548,471914.86,,383383.632264
2018-03-17 21:00:00,2112.772,,1720.38798416,0.81428,,20000,,16285.6,0,,0,96049.37,,78211.0810036,582020.35,,473927.530598,483858.21,,393996.0632388
2018-03-18 21:00:00,2112.772,,1720.38798416,0.81428,,20000,,16285.6,0,,0,96049.37,,78211.0810036,582020.35,,473927.530598,483858.21,,393996.0632388
2018-03-19 21:00:00,2112.772,,1720.38798416,0.81428,,20000,,16285.6,0,,0,96049.37,,78211.0810036,582020.35,,473927.530598,483858.21,,393996.0632388
2018-03-20 21:00:00,2112.772,,1712.57072776,0.81058,,20000,,16211.6,0,,0,96049.37,,77855.6983346,570313.65,,462284.838417,472151.51,,382716.5709758
2018-03-21 21:00:00,2112.772,,1724.4445064,0.8162,,20000,,16324,0,,0,96049.37,,78395.495794,578094.24,,471840.518688,479932.1,,391720.58002
2018-03-22 21:00:00,2112.772,,1711.07065964,0.80987,,20000,,16197.4,0,,0,96049.37,,77787.5032819,562940.86,,455908.9142882,464778.72,,376410.3419664
2018-03-23 21:00:00,2112.772,,1714.21868992,0.81136,,20000,,16227.2,0,,0,96049.37,,77930.6168432,559552.06,,453998.1594016,461389.92,,374353.3254912
2018-03-24 21:00:00,2112.772,,1710.14103996,0.80943,,20000,,16188.6,0,,0,96049.37,,77745.2415591,564812.53,,457176.2061579,466650.39,,377720.8251777
2018-03-25 21:00:00,2112.772,,1710.14103996,0.80943,,20000,,16188.6,0,,0,96049.37,,77745.2415591,564812.53,,457176.2061579,466650.39,,377720.8251777
2018-03-26 21:00:00,2112.772,,1710.14103996,0.80943,,20000,,16188.6,0,,0,96049.37,,77745.2415591,564812.53,,457176.2061579,466650.39,,377720.8251777
2018-03-27 21:00:00,2112.772,,1695.98546756,0.80273,,20000,,16054.6,0,,0,96049.37,,77101.7107801,548626.67,,440399.0868091,450464.53,,361601.3921669
2018-03-28 21:00:00,2112.772,,1702.76746568,0.80594,,20000,,16118.8,0,,0,96049.37,,77410.0292578,520840.22,,419765.9669068,422678.08,,340653.1717952
2018-03-29 21:00:00,2112.772,,1716.26807876,0.81233,,20000,,16246.6,0,,0,96049.37,,78023.7847321,534109.57,,433873.2269981,435947.43,,354133.1758119
2018-03-30 21:00:00,2112.772,,1717.30333704,0.81282,,20000,,16256.4,0,,0,96049.37,,78070.8489234,519338.67,,422128.8577494,421176.53,,342340.7071146
2018-03-31 21:00:00,2112.772,,1715.71875804,0.81207,,20000,,16241.4,0,,0,96049.37,,77998.8118959,519338.67,,421739.3537469,421176.53,,342024.8247171
2018-04-01 21:00:00,2112.772,,1715.71875804,0.81207,,20000,,16241.4,0,,0,96049.37,,77998.8118959,519338.67,,421739.3537469,421176.53,,342024.8247171
2018-04-02 21:00:00,2112.772,,1715.71875804,0.81207,,20000,,16241.4,0,,0,96049.37,,77998.8118959,519338.67,,421739.3537469,421176.53,,342024.8247171
2018-04-03 21:00:00,2112.772,,1718.71889428,0.81349,,20000,,16269.8,0,,0,96049.37,,78135.2020013,527237.01,,428902.0352649,429074.87,,349048.1159963
2018-04-04 21:00:00,2112.772,,1720.70489996,0.81443,,20000,,16288.6,0,,0,96049.37,,78225.4884091,521067.98,,424373.3949514,422905.84,,344427.2032712
2018-04-05 21:00:00,2112.772,,1719.54287536,0.81388,,20000,,16277.6,0,,0,96049.37,,78172.6612556,522528.55,,425275.536274,424366.41,,345383.3337708
2018-04-06 21:00:00,2112.772,,1724.48676184,0.81622,,20000,,16324.4,0,,0,96049.37,,78397.4167814,507128.64,,413928.5385408,408966.5,,333806.63663
2018-04-07 21:00:00,2112.772,,1721.6979028,0.8149,,20000,,16298,0,,0,96049.37,,78270.631613,510817.65,,416265.302985,412655.51,,336272.975099
2018-04-08 21:00:00,2112.772,,1721.6979028,0.8149,,20000,,16298,0,,0,96049.37,,78270.631613,510817.65,,416265.302985,412655.51,,336272.975099
2018-04-09 21:00:00,2112.772,,1721.6979028,0.8149,,20000,,16298,0,,0,96049.37,,78270.631613,510817.65,,416265.302985,412655.51,,336272.975099
2018-04-10 21:00:00,2112.772,,1714.57786116,0.81153,,20000,,16230.6,0,,0,96049.37,,77946.9452361,533375.92,,432850.5603576,435213.78,,353189.0388834
2018-04-11 21:00:00,2112.772,,1708.93675992,0.80886,,20000,,16177.2,0,,0,96049.37,,77690.4934182,525416.04,,424988.0181144,427253.9,,345588.589554
2018-04-12 21:00:00,2112.772,,1707.7536076,0.8083,,20000,,16166,0,,0,96049.37,,77636.705771,526434.78,,425517.232674,428272.64,,346172.774912
2018-04-13 21:00:00,2112.772,,1713.5637306,0.81105,,20000,,16221,0,,0,96049.37,,77900.8415385,524132.34,,425097.534357,425970.2,,345483.13071
2018-04-14 21:00:00,2112.772,,1713.16230392,0.81086,,20000,,16217.2,0,,0,96049.37,,77882.5921582,523457.03,,424450.3673458,425294.89,,344854.6145054
2018-04-15 21:00:00,2112.772,,1713.16230392,0.81086,,20000,,16217.2,0,,0,96049.37,,77882.5921582,523457.03,,424450.3673458,425294.89,,344854.6145054
2018-04-16 21:00:00,2112.772,,1713.16230392,0.81086,,20000,,16217.2,0,,0,96049.37,,77882.5921582,523457.03,,424450.3673458,425294.89,,344854.6145054
2018-04-17 21:00:00,2112.772,,1705.89436824,0.80742,,20000,,16148.4,0,,0,96049.37,,77552.1823254,529468.73,,427503.6419766,431306.59,,348245.5668978
2018-04-18 21:00:00,2112.772,,1707.5423304,0.8082,,20000,,16164,0,,0,96049.37,,77627.100834,525398.4,,424626.98688,427236.26,,345292.345332
2018-04-19 21:00:00,2112.772,,1706.71834932,0.80781,,20000,,16156.2,0,,0,96049.37,,77589.6415797,525724.35,,424685.3871735,427562.21,,345389.0288601
2018-04-20 21:00:00,2112.772,,1711.36644772,0.81001,,20000,,16200.2,0,,0,96049.37,,77800.9501937,518316.13,,419841.2484613,420153.99,,340328.9334399
2018-04-21 21:00:00,2112.772,,1721.42324244,0.81477,,20000,,16295.4,0,,0,96049.37,,78258.1451949,517928.36,,421992.4898772,419766.22,,342012.9230694
2018-04-22 21:00:00,2112.772,,1721.42324244,0.81477,,20000,,16295.4,0,,0,96049.37,,78258.1451949,517928.36,,421992.4898772,419766.22,,342012.9230694
2018-04-23 21:00:00,2112.772,,1721.42324244,0.81477,,20000,,16295.4,0,,0,96049.37,,78258.1451949,517928.36,,421992.4898772,419766.22,,342012.9230694
2018-04-24 21:00:00,2112.772,,1730.50816204,0.81907,,20000,,16381.4,0,,0,96049.37,,78671.1574859,506604.15,,414944.2611405,408442.01,,334542.5971307
2018-04-25 21:00:00,2112.772,,1725.9234468,0.8169,,20000,,16338,0,,0,96049.37,,78462.730353,505425.91,,412882.425879,407263.77,,332693.773713
2018-04-26 21:00:00,2112.772,,1735.81121976,0.82158,,20000,,16431.6,0,,0,96049.37,,78912.2414046,514018.57,,422307.3767406,415856.43,,341659.3257594
2018-04-27 21:00:00,2112.772,,1744.70598988,0.82579,,20000,,16515.8,0,,0,96049.37,,79316.6092523,507281.27,,418907.7999533,409119.13,,337846.4863627
2018-04-28 21:00:00,2112.772,,1742.80449508,0.82489,,20000,,16497.8,0,,0,96049.37,,79230.1648193,506584.4,,417876.405716,408422.26,,336903.4380514
2018-04-29 21:00:00,2112.772,,1742.80449508,0.82489,,20000,,16497.8,0,,0,96049.37,,79230.1648193,506584.4,,417876.405716,408422.26,,336903.4380514
2018-04-30 21:00:00,2112.772,,1742.80449508,0.82489,,20000,,16497.8,0,,0,96049.37,,79230.1648193,506584.4,,417876.405716,408422.26,,336903.4380514
2018-05-01 21:00:00,2112.772,,1748.80476756,0.82773,,20000,,16554.6,0,,0,96049.37,,79502.9450301,505445.67,,418372.5444291,407283.53,,337120.7962869
2018-05-02 21:00:00,2112.772,,1761.88282624,0.83392,,20000,,16678.4,0,,0,96049.37,,80097.4906304,500353.01,,417254.3820992,402190.87,,335395.0103104
2018-05-03 21:00:00,2112.772,,1767.861971,0.83675,,20000,,16735,0,,0,96049.37,,80369.3103475,493124.67,,412622.0676225,394962.53,,330484.8969775
2018-05-04 21:00:00,2112.772,,1762.22086976,0.83408,,20000,,16681.6,0,,0,96049.37,,80112.8585296,485041.03,,404563.0223024,386878.89,,322687.9445712
2018-05-05 21:00:00,2112.772,,1767.27039484,0.83647,,20000,,16729.4,0,,0,96049.37,,80342.4165239,488530.76,,408641.3248172,390368.62,,326531.6395714
2018-05-06 21:00:00,2112.772,,1767.27039484,0.83647,,20000,,16729.4,0,,0,96049.37,,80342.4165239,488530.76,,408641.3248172,390368.62,,326531.6395714
2018-05-07 21:00:00,2112.772,,1767.27039484,0.83647,,20000,,16729.4,0,,0,96049.37,,80342.4165239,488530.76,,408641.3248172,390368.62,,326531.6395714
2018-05-08 21:00:00,2112.772,,1770.41842512,0.83796,,20000,,16759.2,0,,0,96049.37,,80485.5300852,481980.86,,403880.6814456,383818.72,,321624.7346112
2018-05-09 21:00:00,2112.772,,1780.24281492,0.84261,,20000,,16852.2,0,,0,96049.37,,80932.1596557,486908.33,,410273.8279413,388746.19,,327561.4271559
2018-05-10 21:00:00,2112.772,,1783.34858976,0.84408,,20000,,16881.6,0,,0,96049.37,,81073.3522296,484310.42,,408796.7393136,386148.28,,325940.0401824
2018-05-11 21:00:00,2112.772,,1772.8269852,0.8391,,20000,,16782,0,,0,96049.37,,80595.026367,474162.59,,397869.829269,376000.45,,315501.977595
2018-05-12 21:00:00,2112.772,,1767.69294924,0.83667,,20000,,16733.4,0,,0,96049.37,,80361.6263979,491196.33,,410969.2334211,393034.19,,328839.9157473
2018-05-13 21:00:00,2112.772,,1767.69294924,0.83667,,20000,,16733.4,0,,0,96049.37,,80361.6263979,491196.33,,410969.2334211,393034.19,,328839.9157473
2018-05-14 21:00:00,2112.772,,1767.69294924,0.83667,,20000,,16733.4,0,,0,96049.37,,80361.6263979,491196.33,,410969.2334211,393034.19,,328839.9157473
2018-05-15 21:00:00,2112.772,,1770.79872408,0.83814,,20000,,16762.8,0,,0,96049.37,,80502.8189718,484184.07,,405814.0364298,386021.93,,323540.4204102
2018-05-16 21:00:00,2112.772,,1787.32060112,0.84596,,20000,,16919.2,0,,0,96049.37,,81253.9250452,484921.65,,410224.319034,386759.51,,327183.0750796
2018-05-17 21:00:00,2112.772,,1787.91217728,0.84624,,20000,,16924.8,0,,0,96049.37,,81280.8188688,485662.91,,410987.3809584,387500.77,,327918.6516048
2018-05-18 21:00:00,2112.772,,1791.2081016,0.8478,,20000,,16956,0,,0,96049.37,,81430.655886,484195.09,,410500.597302,386032.95,,327278.73501
2018-05-19 21:00:00,2112.772,,1795.56041192,0.84986,,20000,,16997.2,0,,0,96049.37,,81628.5175882,486086.95,,413105.855327,387924.81,,329681.7790266
2018-05-20 21:00:00,2112.772,,1795.56041192,0.84986,,20000,,16997.2,0,,0,96049.37,,81628.5175882,486086.95,,413105.855327,387924.81,,329681.7790266
2018-05-21 21:00:00,2112.772,,1795.56041192,0.84986,,20000,,16997.2,0,,0,96049.37,,81628.5175882,486086.95,,413105.855327,387924.81,,329681.7790266
2018-05-22 21:00:00,2112.772,,1791.630656,0.848,,20000,,16960,0,,0,96049.37,,81449.86576,486126.83,,412235.55184,387964.69,,328994.05712
2018-05-23 21:00:00,2112.772,,1792.22223216,0.84828,,20000,,16965.6,0,,0,96049.37,,81476.7595836,488811.83,,414649.2991524,390649.69,,331380.3190332
2018-05-24 21:00:00,2112.772,,1804.22277712,0.85396,,20000,,17079.2,0,,0,96049.37,,82022.3200052,488429.08,,417098.8971568,390266.94,,333272.3560824
2018-05-25 21:00:00,2112.772,,1802.3001546,0.85305,,20000,,17061,0,,0,96049.37,,81934.9150785,487622.43,,415966.3139115,389460.29,,332229.1003845
2018-05-26 21:00:00,2112.772,,1807.49757372,0.85551,,20000,,17110.2,0,,0,96049.37,,82171.1965287,484415.48,,414422.2872948,386253.34,,330443.5949034
2018-05-27 21:00:00,2112.772,,1807.49757372,0.85551,,20000,,17110.2,0,,0,96049.37,,82171.1965287,484415.48,,414422.2872948,386253.34,,330443.5949034
2018-05-28 21:00:00,2112.772,,1807.49757372,0.85551,,20000,,17110.2,0,,0,96049.37,,82171.1965287,484415.48,,414422.2872948,386253.34,,330443.5949034
2018-05-29 21:00:00,2112.772,,1817.13181404,0.86007,,20000,,17201.4,0,,0,96049.37,,82609.1816559,484415.48,,416631.2218836,386253.34,,332204.9101338
2018-05-30 21:00:00,2112.772,,1830.9282152,0.8666,,20000,,17332,0,,0,96049.37,,83236.384042,491543.93,,425971.969738,393381.79,,340904.659214
2018-05-31 21:00:00,2112.772,,1810.8568812,0.8571,,20000,,17142,0,,0,96049.37,,82323.915027,490899.98,,420750.372858,392737.84,,336615.602664
2018-06-01 21:00:00,2112.772,,1806.8426144,0.8552,,20000,,17104,0,,0,96049.37,,82141.421224,503367.23,,430479.655096,405205.09,,346531.392968
2018-06-02 21:00:00,2112.772,,1810.645604,0.857,,20000,,17140,0,,0,96049.37,,82314.31009,510426.88,,437435.83616,412264.74,,353310.88218
2018-06-03 21:00:00,2112.772,,1810.645604,0.857,,20000,,17140,0,,0,96049.37,,82314.31009,510426.88,,437435.83616,412264.74,,353310.88218
2018-06-04 21:00:00,2112.772,,1810.645604,0.857,,20000,,17140,0,,0,96049.37,,82314.31009,510426.88,,437435.83616,412264.74,,353310.88218
2018-06-05 21:00:00,2112.772,,1805.70171752,0.85466,,20000,,17093.2,0,,0,96049.37,,82089.5545642,524556.71,,448317.6377686,426394.57,,364422.3831962
2018-06-06 21:00:00,2112.772,,1801.75083388,0.85279,,20000,,17055.8,0,,0,96049.37,,81909.9422423,530678.14,,452557.0110106,432516,,368845.31964
2018-06-07 21:00:00,2112.772,,1792.687042,0.8485,,20000,,16970,0,,0,96049.37,,81497.890445,537219.46,,455830.71181,439057.32,,372540.13602
2018-06-08 21:00:00,2112.772,,1791.2081016,0.8478,,20000,,16956,0,,0,96049.37,,81430.655886,537639.19,,455810.505282,439477.05,,372588.64299
2018-06-09 21:00:00,2112.772,,1792.91944692,0.84861,,20000,,16972.2,0,,0,96049.37,,81508.4558757,512756.87,,435130.6074507,414594.73,,351829.2338253
2018-06-10 21:00:00,2112.772,,1792.91944692,0.84861,,20000,,16972.2,0,,0,96049.37,,81508.4558757,512756.87,,435130.6074507,414594.73,,351829.2338253
2018-06-11 21:00:00,2112.772,,1792.91944692,0.84861,,20000,,16972.2,0,,0,96049.37,,81508.4558757,512756.87,,435130.6074507,414594.73,,351829.2338253
2018-06-12 21:00:00,2112.772,,1794.41951504,0.84932,,20000,,16986.4,0,,0,96049.37,,81576.6509284,486608.73,,413286.5265636,388446.59,,329915.4578188
2018-06-13 21:00:00,2112.772,,1798.37039868,0.85119,,20000,,17023.8,0,,0,96049.37,,81756.2632503,468612.68,,398878.4270892,370450.54,,315323.7951426
2018-06-14 21:00:00,2112.772,,1789.3066068,0.8469,,20000,,16938,0,,0,96049.37,,81344.211453,484058.58,,409949.211402,385896.44,,326815.695036
