request date,USD cash balance,Total cash balance in EUR,USD-EUR exchange rate,USD deposits,Total deposits in EUR,USD withdrawals,Total withdrawals in EUR,USD investments,Total investment in EUR,Market value of the USD investments,Total market value in EUR,P/L in USD,Total P/L in EUR
2017-05-11 21:00:00,2112.772,1943.5389628,0.9199,20000,18398,0,0,96049.37,88355.815463,265839.63,244545.875637,167677.49,154246.523051
2017-05-12 21:00:00,2112.772,1944.57422108,0.92039,20000,18407.8,0,0,96049.37,88402.8796543,264798.42,243717.8177838,166636.28,153370.3657492
2017-05-13 21:00:00,2112.772,1933.48216808,0.91514,20000,18302.8,0,0,96049.37,87898.6204618,264627.01,242170.7619314,166464.87,152338.6611318
2017-05-14 21:00:00,2112.772,1933.48216808,0.91514,20000,18302.8,0,0,96049.37,87898.6204618,264627.01,242170.7619314,166464.87,152338.6611318
2017-05-15 21:00:00,2112.772,1933.48216808,0.91514,20000,18302.8,0,0,96049.37,87898.6204618,264627.01,242170.7619314,166464.87,152338.6611318
2017-05-16 21:00:00,2112.772,1923.8901832,0.9106,20000,18212,0,0,96049.37,87462.556322,264186.83,240568.527398,166024.69,151182.082714
2017-05-17 21:00:00,2112.772,1904.43155308,0.90139,20000,18027.8,0,0,96049.37,86577.9416243,266763.61,240458.0504179,168601.47,151975.6790433
2017-05-18 21:00:00,2112.772,1893.7831822,0.89635,20000,17927,0,0,96049.37,86093.8527995,265092.74,237615.877499,166930.6,149628.24331
2017-05-19 21:00:00,2112.772,1901.0722456,0.8998,20000,17996,0,0,96049.37,86425.223126,266808.06,240073.892388,168645.92,151747.598816
2017-05-20 21:00:00,2112.772,1885.58562684,0.89247,20000,17849.4,0,0,96049.37,85721.1812439,266045.88,237437.9665236,167883.74,149831.2014378
2017-05-21 21:00:00,2112.772,1885.58562684,0.89247,20000,17849.4,0,0,96049.37,85721.1812439,266045.88,237437.9665236,167883.74,149831.2014378
2017-05-22 21:00:00,2112.772,1885.58562684,0.89247,20000,17849.4,0,0,96049.37,85721.1812439,266045.88,237437.9665236,167883.74,149831.2014378
2017-05-23 21:00:00,2112.772,1879.88114244,0.88977,20000,17795.4,0,0,96049.37,85461.8479449,266999.91,237568.5099207,168837.77,150226.7826129
2017-05-24 21:00:00,2112.772,1889.89568172,0.89451,20000,17890.2,0,0,96049.37,85917.1219587,268639.53,240300.7459803,170477.39,152493.7301289
2017-05-25 21:00:00,2112.772,1881.2121888,0.8904,20000,17808,0,0,96049.37,85522.359048,269936.9,240351.81576,171774.76,152948.246304
2017-05-26 21:00:00,2112.772,1884.592624,0.892,20000,17840,0,0,96049.37,85676.03804,269840.78,240697.97576,171678.64,153137.34688
2017-05-27 21:00:00,2112.772,1890.44500244,0.89477,20000,17895.4,0,0,96049.37,85942.0947949,271219.67,242679.2241259,173057.53,154846.6861181
2017-05-28 21:00:00,2112.772,1890.44500244,0.89477,20000,17895.4,0,0,96049.37,85942.0947949,271219.67,242679.2241259,173057.53,154846.6861181
2017-05-29 21:00:00,2112.772,1890.44500244,0.89477,20000,17895.4,0,0,96049.37,85942.0947949,271219.67,242679.2241259,173057.53,154846.6861181
2017-05-30 21:00:00,2112.772,1898.4312806,0.89855,20000,17971,0,0,96049.37,86305.1614135,271219.67,243704.4344785,173057.53,155500.8435815
2017-05-31 21:00:00,2112.772,1891.18447264,0.89512,20000,17902.4,0,0,96049.37,85975.7120744,269792.19,241496.3851128,171630.05,153629.490356
2017-06-01 21:00:00,2112.772,1879.0994168,0.8894,20000,17788,0,0,96049.37,85426.309678,273876.95,243586.15933,175714.81,156280.752014
2017-06-02 21:00:00,2112.772,1883.7475152,0.8916,20000,17832,0,0,96049.37,85637.618292,273783.24,244105.136784,175621.1,156583.77276
2017-06-03 21:00:00,2112.772,1872.88786712,0.88646,20000,17729.2,0,0,96049.37,85143.9245302,267234.3,236892.517578,169072.16,149875.7069536
2017-06-04 21:00:00,2112.772,1872.88786712,0.88646,20000,17729.2,0,0,96049.37,85143.9245302,267234.3,236892.517578,169072.16,149875.7069536
2017-06-05 21:00:00,2112.772,1872.88786712,0.88646,20000,17729.2,0,0,96049.37,85143.9245302,267234.3,236892.517578,169072.16,149875.7069536
2017-06-06 21:00:00,2112.772,1876.8810062,0.88835,20000,17767,0,0,96049.37,85325.4578395,269910.08,239774.619568,171747.94,152572.282499
2017-06-07 21:00:00,2112.772,1874.4513184,0.8872,20000,17744,0,0,96049.37,85215.001064,269068.71,238717.759512,170906.57,151628.308904
2017-06-08 21:00:00,2112.772,1877.15566656,0.88848,20000,17769.6,0,0,96049.37,85337.9442576,272620.4,242217.772992,174458.26,155002.6748448
2017-06-09 21:00:00,2112.772,1888.96606204,0.89407,20000,17881.4,0,0,96049.37,85874.8602359,271747.02,242960.8581714,173584.88,155197.0336616
2017-06-10 21:00:00,2112.772,1886.0715644,0.8927,20000,17854,0,0,96049.37,85743.272599,267837.12,239098.197024,169674.98,151468.854646
2017-06-11 21:00:00,2112.772,1886.0715644,0.8927,20000,17854,0,0,96049.37,85743.272599,267837.12,239098.197024,169674.98,151468.854646
2017-06-12 21:00:00,2112.772,1886.0715644,0.8927,20000,17854,0,0,96049.37,85743.272599,267837.12,239098.197024,169674.98,151468.854646
2017-06-13 21:00:00,2112.772,1887.04343952,0.89316,20000,17863.2,0,0,96049.37,85787.4553092,271190.58,242216.5784328,173028.44,154542.0814704
2017-06-14 21:00:00,2112.772,1884.9095398,0.89215,20000,17843,0,0,96049.37,85690.4454455,266699.44,237935.905396,168537.3,150360.552195
2017-06-15 21:00:00,2112.772,1883.7475152,0.8916,20000,17832,0,0,96049.37,85637.618292,266694.48,237784.798368,168532.34,150263.434344
2017-06-16 21:00:00,2112.772,1895.38888892,0.89711,20000,17942.2,0,0,96049.37,86166.8503207,264671.34,237439.3058274,166509.2,149377.068412
2017-06-17 21:00:00,2112.772,1885.0151784,0.8922,20000,17844,0,0,96049.37,85695.247914,267299.08,238484.239176,169136.94,150903.977868
2017-06-18 21:00:00,2112.772,1885.0151784,0.8922,20000,17844,0,0,96049.37,85695.247914,267299.08,238484.239176,169136.94,150903.977868
2017-06-19 21:00:00,2112.772,1885.0151784,0.8922,20000,17844,0,0,96049.37,85695.247914,267299.08,238484.239176,169136.94,150903.977868
2017-06-20 21:00:00,2112.772,1895.7903156,0.8973,20000,17946,0,0,96049.37,86185.099701,264169.55,237039.337215,166007.41,148958.448993
2017-06-21 21:00:00,2112.772,1897.07910652,0.89791,20000,17958.2,0,0,96049.37,86243.6898167,264417.31,237422.9468221,166255.17,149282.1796947
2017-06-22 21:00:00,2112.772,1891.94507056,0.89548,20000,17909.6,0,0,96049.37,86010.2898476,266463.37,238612.6185676,168301.23,150710.3854404
2017-06-23 21:00:00,2112.772,1894.92407908,0.89689,20000,17937.8,0,0,96049.37,86145.7194593,270195.51,242335.6509639,172033.37,154295.0092193
2017-06-24 21:00:00,2112.772,1886.5997574,0.89295,20000,17859,0,0,96049.37,85767.2849415,274283.97,244921.8710115,176121.83,157267.9880985
2017-06-25 21:00:00,2112.772,1886.5997574,0.89295,20000,17859,0,0,96049.37,85767.2849415,274283.97,244921.8710115,176121.83,157267.9880985
2017-06-26 21:00:00,2112.772,1886.5997574,0.89295,20000,17859,0,0,96049.37,85767.2849415,274283.97,244921.8710115,176121.83,157267.9880985
2017-06-27 21:00:00,2112.772,1889.17733924,0.89417,20000,17883.4,0,0,96049.37,85884.4651729,271164.76,242467.3934492,173002.62,154693.7527254
2017-06-28 21:00:00,2112.772,1863.2536268,0.8819,20000,17638,0,0,96049.37,84705.939403,274148.35,241771.429865,175986.21,155202.238599
2017-06-29 21:00:00,2112.772,1856.13358516,0.87853,20000,17570.6,0,0,96049.37,84382.2530261,271240.15,238292.6089795,173078.01,152054.2241253
2017-06-30 21:00:00,2112.772,1846.562728,0.874,20000,17480,0,0,96049.37,83947.14938,272538.33,238198.50042,174376.19,152404.79006
2017-07-01 21:00:00,2112.772,1849.56286424,0.87542,20000,17508.4,0,0,96049.37,84083.5394854,272853.79,238861.6648418,174691.65,152928.564243
2017-07-02 21:00:00,2112.772,1849.56286424,0.87542,20000,17508.4,0,0,96049.37,84083.5394854,272853.79,238861.6648418,174691.65,152928.564243
2017-07-03 21:00:00,2112.772,1849.56286424,0.87542,20000,17508.4,0,0,96049.37,84083.5394854,272853.79,238861.6648418,174691.65,152928.564243
2017-07-04 21:00:00,2112.772,1857.9716968,0.8794,20000,17588,0,0,96049.37,84465.815978,274892.23,241740.227062,176730.09,155416.441146
2017-07-05 21:00:00,2112.772,1859.80980844,0.88027,20000,17605.4,0,0,96049.37,84549.3789299,274892.23,241979.3833021,176730.09,155570.1963243
2017-07-06 21:00:00,2112.772,1861.9859636,0.8813,20000,17626,0,0,96049.37,84648.309781,272707.73,240337.322449,174545.59,153827.028467
2017-07-07 21:00:00,2112.772,1849.28820388,0.87529,20000,17505.8,0,0,96049.37,84071.0530673,274430.66,240206.4123914,176268.52,154286.0728708
2017-07-08 21:00:00,2112.772,1852.6897668,0.8769,20000,17538,0,0,96049.37,84225.692553,275444.23,241537.045287,177282.09,155458.664721
2017-07-09 21:00:00,2112.772,1852.6897668,0.8769,20000,17538,0,0,96049.37,84225.692553,275444.23,241537.045287,177282.09,155458.664721
2017-07-10 21:00:00,2112.772,1852.6897668,0.8769,20000,17538,0,0,96049.37,84225.692553,275444.23,241537.045287,177282.09,155458.664721
2017-07-11 21:00:00,2112.772,1841.36530888,0.87154,20000,17430.8,0,0,96049.37,83710.8679298,276949.29,241372.3842066,178787.15,155820.152711
2017-07-12 21:00:00,2112.772,1841.36530888,0.87154,20000,17430.8,0,0,96049.37,83710.8679298,277568.2,241911.789028,179406.06,156359.5575324
2017-07-13 21:00:00,2112.772,1850.23895128,0.87574,20000,17514.8,0,0,96049.37,84114.2752838,276185.59,241866.7685866,178023.45,155902.256103
2017-07-14 21:00:00,2112.772,1852.66863908,0.87689,20000,17537.8,0,0,96049.37,84224.7320593,271932.71,238455.0740719,173770.57,152377.6751273
2017-07-15 21:00:00,2112.772,1841.13290396,0.87143,20000,17428.6,0,0,96049.37,83700.3024991,272344.36,237329.0456348,174182.22,151787.6119746
2017-07-16 21:00:00,2112.772,1841.13290396,0.87143,20000,17428.6,0,0,96049.37,83700.3024991,272344.36,237329.0456348,174182.22,151787.6119746
2017-07-17 21:00:00,2112.772,1841.13290396,0.87143,20000,17428.6,0,0,96049.37,83700.3024991,272344.36,237329.0456348,174182.22,151787.6119746
2017-07-18 21:00:00,2112.772,1841.30192572,0.87151,20000,17430.2,0,0,96049.37,83707.9864487,271430.3,236554.220753,173268.16,151004.9341216
2017-07-19 21:00:00,2112.772,1829.28025304,0.86582,20000,17316.4,0,0,96049.37,83161.4655334,272533.36,235964.8337552,174371.22,150974.0897004
2017-07-20 21:00:00,2112.772,1832.66068824,0.86742,20000,17348.4,0,0,96049.37,83315.1445254,276275.89,239647.2325038,178113.75,154499.429025
2017-07-21 21:00:00,2112.772,1816.85715368,0.85994,20000,17198.8,0,0,96049.37,82596.6952378,276567.18,237831.1807692,178405.04,153417.6300976
2017-07-22 21:00:00,2112.772,1808.61734288,0.85604,20000,17120.8,0,0,96049.37,82222.1026948,272449.3,233227.498772,174287.16,149196.7804464
2017-07-23 21:00:00,2112.772,1808.61734288,0.85604,20000,17120.8,0,0,96049.37,82222.1026948,272449.3,233227.498772,174287.16,149196.7804464
2017-07-24 21:00:00,2112.772,1808.61734288,0.85604,20000,17120.8,0,0,96049.37,82222.1026948,272449.3,233227.498772,174287.16,149196.7804464
2017-07-25 21:00:00,2112.772,1815.27257468,0.85919,20000,17183.8,0,0,96049.37,82524.6582103,274102.42,235506.0582398,175940.28,151166.1291732
2017-07-26 21:00:00,2112.772,1814.38521044,0.85877,20000,17175.4,0,0,96049.37,82484.3174749,268945.74,230962.5331398,170783.6,146663.832172
2017-07-27 21:00:00,2112.772,1801.47617352,0.85266,20000,17053.2,0,0,96049.37,81897.4558242,262660.72,223960.2895152,164498.58,140261.3592228
2017-07-28 21:00:00,2112.772,1807.53982916,0.85553,20000,17110.6,0,0,96049.37,82173.1175161,257487.91,220288.6316423,159325.77,136307.9760081
2017-07-29 21:00:00,2112.772,1798.51829272,0.85126,20000,17025.2,0,0,96049.37,81762.9867062,259406.14,220822.0707364,161244,137260.56744
2017-07-30 21:00:00,2112.772,1798.51829272,0.85126,20000,17025.2,0,0,96049.37,81762.9867062,259406.14,220822.0707364,161244,137260.56744
2017-07-31 21:00:00,2112.772,1798.51829272,0.85126,20000,17025.2,0,0,96049.37,81762.9867062,259406.14,220822.0707364,161244,137260.56744
2017-08-01 21:00:00,2112.772,1786.83466356,0.84573,20000,16914.6,0,0,96049.37,81231.8336901,260688.47,220472.0597331,162526.33,137453.3930709
2017-08-02 21:00:00,2112.772,1788.7784138,0.84665,20000,16933,0,0,96049.37,81320.1991105,261968.84,221795.918386,163806.7,138686.942555
2017-08-03 21:00:00,2112.772,1782.7570136,0.8438,20000,16876,0,0,96049.37,81046.458406,261487.37,220643.042806,163325.23,137813.829074
2017-08-04 21:00:00,2112.772,1777.6863608,0.8414,20000,16828,0,0,96049.37,80815.939918,262018.71,220462.542594,163856.57,137868.917998
2017-08-05 21:00:00,2112.772,1793.76455572,0.84901,20000,16980.2,0,0,96049.37,81546.8756237,260185.68,220900.2441768,162023.54,137559.6056954
2017-08-06 21:00:00,2112.772,1793.76455572,0.84901,20000,16980.2,0,0,96049.37,81546.8756237,260185.68,220900.2441768,162023.54,137559.6056954
2017-08-07 21:00:00,2112.772,1793.76455572,0.84901,20000,16980.2,0,0,96049.37,81546.8756237,260185.68,220900.2441768,162023.54,137559.6056954
2017-08-08 21:00:00,2112.772,1790.34186508,0.84739,20000,16947.8,0,0,96049.37,81391.2756443,260852.21,221043.5542319,162690.07,137861.9384173
2017-08-09 21:00:00,2112.772,1797.39852356,0.85073,20000,17014.6,0,0,96049.37,81712.0805401,269338.32,229134.1889736,171176.18,145624.7116114
2017-08-10 21:00:00,2112.772,1796.34213756,0.85023,20000,17004.6,0,0,96049.37,81664.0558551,269366.11,229023.1477053,171203.97,145562.7514131
2017-08-11 21:00:00,2112.772,1795.0110912,0.8496,20000,16992,0,0,96049.37,81603.544752,267121.92,226946.783232,168959.78,143548.229088
2017-08-12 21:00:00,2112.772,1786.62338636,0.84563,20000,16912.6,0,0,96049.37,81222.2287531,269920.8,228253.126104,171758.66,145244.2756558
2017-08-13 21:00:00,2112.772,1786.62338636,0.84563,20000,16912.6,0,0,96049.37,81222.2287531,269920.8,228253.126104,171758.66,145244.2756558
2017-08-14 21:00:00,2112.772,1786.62338636,0.84563,20000,16912.6,0,0,96049.37,81222.2287531,269920.8,228253.126104,171758.66,145244.2756558
2017-08-15 21:00:00,2112.772,1794.1659824,0.8492,20000,16984,0,0,96049.37,81565.125004,268445.36,227963.799712,170283.22,144604.510424
2017-08-16 21:00:00,2112.772,1799.4479124,0.8517,20000,17034,0,0,96049.37,81805.248429,272670.41,232233.388197,174508.27,148628.693559
2017-08-17 21:00:00,2112.772,1794.39838732,0.84931,20000,16986.2,0,0,96049.37,81575.6904347,268608.09,228131.5369179,170445.95,144761.4497945
2017-08-18 21:00:00,2112.772,1803.39879604,0.85357,20000,17071.4,0,0,96049.37,81984.8607509,269541.43,230072.4784051,171379.29,146284.2205653
2017-08-19 21:00:00,2112.772,1797.14499092,0.85061,20000,17012.2,0,0,96049.37,81700.5546157,270448.08,230045.8413288,172285.94,146548.1434234
2017-08-20 21:00:00,2112.772,1797.14499092,0.85061,20000,17012.2,0,0,96049.37,81700.5546157,270448.08,230045.8413288,172285.94,146548.1434234
2017-08-21 21:00:00,2112.772,1797.14499092,0.85061,20000,17012.2,0,0,96049.37,81700.5546157,270448.08,230045.8413288,172285.94,146548.1434234
2017-08-22 21:00:00,2112.772,1788.6727752,0.8466,20000,16932,0,0,96049.37,81315.396642,275050.12,232857.431592,176887.98,149753.363868
2017-08-23 21:00:00,2112.772,1796.23649896,0.85018,20000,17003.6,0,0,96049.37,81659.2533866,273854.56,232825.6698208,175692.42,149370.1816356
2017-08-24 21:00:00,2112.772,1787.97556044,0.84627,20000,16925.4,0,0,96049.37,81283.7003499,276717.5,234177.718725,178555.36,151106.0445072
2017-08-25 21:00:00,2112.772,1790.1517156,0.8473,20000,16946,0,0,96049.37,81382.631201,277552.77,235170.462021,179390.63,151997.680799
2017-08-26 21:00:00,2112.772,1767.73520468,0.83669,20000,16733.8,0,0,96049.37,80363.5473853,278997.71,233434.5939799,180835.57,151303.3130633
2017-08-27 21:00:00,2112.772,1767.73520468,0.83669,20000,16733.8,0,0,96049.37,80363.5473853,278997.71,233434.5939799,180835.57,151303.3130633
2017-08-28 21:00:00,2112.772,1767.73520468,0.83669,20000,16733.8,0,0,96049.37,80363.5473853,278997.71,233434.5939799,180835.57,151303.3130633
2017-08-29 21:00:00,2112.772,1765.9604762,0.83585,20000,16717,0,0,96049.37,80282.8659145,279381.24,233520.809454,181219.1,151471.984735
2017-08-30 21:00:00,2112.772,1764.98860108,0.83539,20000,16707.8,0,0,96049.37,80238.6832043,280380.23,234226.8403397,182218.09,152223.1702051
2017-08-31 21:00:00,2112.772,1776.4186976,0.8408,20000,16816,0,0,96049.37,80758.310296,279305.5,234840.0644,181143.36,152305.337088
2017-09-01 21:00:00,2112.772,1773.8833712,0.8396,20000,16792,0,0,96049.37,80643.051052,279496.69,234665.420924,181334.55,152248.48818
2017-09-02 21:00:00,2112.772,1778.0032766,0.84155,20000,16831,0,0,96049.37,80830.3473235,276868.23,232998.4589565,178706.09,150390.1100395
2017-09-03 21:00:00,2112.772,1778.0032766,0.84155,20000,16831,0,0,96049.37,80830.3473235,276868.23,232998.4589565,178706.09,150390.1100395
2017-09-04 21:00:00,2112.772,1778.0032766,0.84155,20000,16831,0,0,96049.37,80830.3473235,276868.23,232998.4589565,178706.09,150390.1100395
2017-09-05 21:00:00,2112.772,1776.4186976,0.8408,20000,16816,0,0,96049.37,80758.310296,276868.23,232790.807784,178706.09,150256.080472
2017-09-06 21:00:00,2112.772,1771.85511008,0.83864,20000,16772.8,0,0,96049.37,80550.8436568,276058.19,231513.4404616,177896.05,149190.743372
2017-09-07 21:00:00,2112.772,1771.30578936,0.83838,20000,16767.6,0,0,96049.37,80525.8708206,278419.8,233421.591924,180257.66,151124.4169908
2017-09-08 21:00:00,2112.772,1756.38961904,0.83132,20000,16626.4,0,0,96049.37,79847.7622684,280576.52,233248.8726064,182414.38,151644.7223816
2017-09-09 21:00:00,2112.772,1758.05870892,0.83211,20000,16642.2,0,0,96049.37,79923.6412707,285232.8,237345.065208,187070.66,155663.3668926
2017-09-10 21:00:00,2112.772,1758.05870892,0.83211,20000,16642.2,0,0,96049.37,79923.6412707,285232.8,237345.065208,187070.66,155663.3668926
2017-09-11 21:00:00,2112.772,1758.05870892,0.83211,20000,16642.2,0,0,96049.37,79923.6412707,285232.8,237345.065208,187070.66,155663.3668926
2017-09-12 21:00:00,2112.772,1766.61543552,0.83616,20000,16723.2,0,0,96049.37,80312.6412192,290834.84,243184.4598144,192672.7,161105.204832
2017-09-13 21:00:00,2112.772,1764.3758972,0.8351,20000,16702,0,0,96049.37,80210.828887,291404.12,243351.580612,193241.98,161376.377498
2017-09-14 21:00:00,2112.772,1776.841252,0.841,20000,16820,0,0,96049.37,80777.52017,300418.85,252652.25285,202256.71,170097.89311
2017-09-15 21:00:00,2112.772,1772.21428132,0.83881,20000,16776.2,0,0,96049.37,80567.1720497,315823.54,264915.9435874,217661.4,182576.558934
2017-09-16 21:00:00,2112.772,1769.91135984,0.83772,20000,16754.4,0,0,96049.37,80462.4782364,310535.87,260142.1090164,212373.73,177909.7210956
2017-09-17 21:00:00,2112.772,1769.91135984,0.83772,20000,16754.4,0,0,96049.37,80462.4782364,310535.87,260142.1090164,212373.73,177909.7210956
2017-09-18 21:00:00,2112.772,1769.91135984,0.83772,20000,16754.4,0,0,96049.37,80462.4782364,310535.87,260142.1090164,212373.73,177909.7210956
2017-09-19 21:00:00,2112.772,1766.63656324,0.83617,20000,16723.4,0,0,96049.37,80313.6017129,314225.28,262745.7523776,216063.14,180665.5157738
2017-09-20 21:00:00,2112.772,1761.7349322,0.83385,20000,16677,0,0,96049.37,80090.7671745,313361.05,261296.1115425,215198.91,179443.6111035
2017-09-21 21:00:00,2112.772,1779.60898332,0.84231,20000,16846.2,0,0,96049.37,80903.3448447,315094.99,265407.6610269,216932.85,182724.7088835
2017-09-22 21:00:00,2112.772,1768.66482436,0.83713,20000,16742.6,0,0,96049.37,80405.8091081,312583.04,261672.6402752,214420.9,179498.168017
2017-09-23 21:00:00,2112.772,1771.39030024,0.83842,20000,16768.4,0,0,96049.37,80529.7127954,312753.94,262219.1583748,214591.8,179918.056956
2017-09-24 21:00:00,2112.772,1771.39030024,0.83842,20000,16768.4,0,0,96049.37,80529.7127954,312753.94,262219.1583748,214591.8,179918.056956
2017-09-25 21:00:00,2112.772,1771.39030024,0.83842,20000,16768.4,0,0,96049.37,80529.7127954,312753.94,262219.1583748,214591.8,179918.056956
2017-09-26 21:00:00,2112.772,1782.08092656,0.84348,20000,16869.6,0,0,96049.37,81015.7226076,311940.33,263115.4295484,213778.19,180317.6277012
2017-09-27 21:00:00,2112.772,1792.60253112,0.84846,20000,16969.2,0,0,96049.37,81494.0484702,328975.1,279122.213346,230812.96,195835.5640416
2017-09-28 21:00:00,2112.772,1798.15912148,0.85109,20000,17021.8,0,0,96049.37,81746.6583133,328091,279234.96919,229928.86,195690.1534574
2017-09-29 21:00:00,2112.772,1793.25749044,0.84877,20000,16975.4,0,0,96049.37,81523.8237749,326665.29,277263.6981933,228503.15,193946.6186255
2017-09-30 21:00:00,2112.772,1789.36998996,0.84693,20000,16938.6,0,0,96049.37,81347.0929341,325266.34,275477.8213362,227104.2,192341.360106
2017-10-01 21:00:00,2112.772,1789.36998996,0.84693,20000,16938.6,0,0,96049.37,81347.0929341,325266.34,275477.8213362,227104.2,192341.360106
2017-10-02 21:00:00,2112.772,1789.36998996,0.84693,20000,16938.6,0,0,96049.37,81347.0929341,325266.34,275477.8213362,227104.2,192341.360106
2017-10-03 21:00:00,2112.772,1800.58880928,0.85224,20000,17044.8,0,0,96049.37,81857.1150888,330250.11,281452.3537464,232087.97,197794.6515528
2017-10-04 21:00:00,2112.772,1798.47603728,0.85124,20000,17024.8,0,0,96049.37,81761.0657188,330985.69,281748.2587556,232823.55,198188.718702
2017-10-05 21:00:00,2112.772,1796.99709688,0.85054,20000,17010.8,0,0,96049.37,81693.8311598,332946.35,283184.188529,234784.21,199693.3619734
2017-10-06 21:00:00,2112.772,1803.8847336,0.8538,20000,17076,0,0,96049.37,82006.952106,335831.43,286732.874934,237669.29,202922.039802
2017-10-07 21:00:00,2112.772,1799.25776292,0.85161,20000,17032.2,0,0,96049.37,81796.6039857,321491.09,273785.0271549,223328.95,190189.1671095
2017-10-08 21:00:00,2112.772,1799.25776292,0.85161,20000,17032.2,0,0,96049.37,81796.6039857,321491.09,273785.0271549,223328.95,190189.1671095
2017-10-09 21:00:00,2112.772,1799.25776292,0.85161,20000,17032.2,0,0,96049.37,81796.6039857,321491.09,273785.0271549,223328.95,190189.1671095
2017-10-10 21:00:00,2112.772,1799.38452924,0.85167,20000,17033.4,0,0,96049.37,81802.3669479,329936.19,280996.7549373,231774.05,197395.0051635
2017-10-11 21:00:00,2112.772,1788.22909308,0.84639,20000,16927.8,0,0,96049.37,81295.2262743,336072.85,284448.6995115,237910.71,201365.2458369
2017-10-12 21:00:00,2112.772,1780.60198616,0.84278,20000,16855.6,0,0,96049.37,80948.4880486,346215.89,291783.8277742,248053.75,209054.739425
2017-10-13 21:00:00,2112.772,1785.67263896,0.84518,20000,16903.6,0,0,96049.37,81179.0065366,351135.42,296772.6342756,252973.28,213807.9567904
2017-10-14 21:00:00,2112.772,1788.3558594,0.84645,20000,16929,0,0,96049.37,81300.9892365,372038.45,314911.9460025,273876.31,231822.6025995
2017-10-15 21:00:00,2112.772,1788.3558594,0.84645,20000,16929,0,0,96049.37,81300.9892365,372038.45,314911.9460025,273876.31,231822.6025995
2017-10-16 21:00:00,2112.772,1788.3558594,0.84645,20000,16929,0,0,96049.37,81300.9892365,372038.45,314911.9460025,273876.31,231822.6025995
2017-10-17 21:00:00,2112.772,1791.3137402,0.84785,20000,16957,0,0,96049.37,81435.4583545,396110.37,335842.1772045,297948.23,252615.4068055
2017-10-18 21:00:00,2112.772,1794.75755856,0.84948,20000,16989.6,0,0,96049.37,81592.0188276,405735.71,344664.3709308,307573.57,261277.5962436
2017-10-19 21:00:00,2112.772,1791.2081016,0.8478,20000,16956,0,0,96049.37,81430.655886,442092.65,374806.14867,343930.51,291584.286378
2017-10-20 21:00:00,2112.772,1783.22182344,0.84402,20000,16880.4,0,0,96049.37,81067.5892674,428241.15,361444.095423,330079.01,278593.2860202
2017-10-21 21:00:00,2112.772,1797.5464176,0.8508,20000,17016,0,0,96049.37,81718.803996,433150.63,368524.556004,334988.49,285008.207292
2017-10-22 21:00:00,2112.772,1797.5464176,0.8508,20000,17016,0,0,96049.37,81718.803996,433150.63,368524.556004,334988.49,285008.207292
2017-10-23 21:00:00,2112.772,1797.5464176,0.8508,20000,17016,0,0,96049.37,81718.803996,433150.63,368524.556004,334988.49,285008.207292
2017-10-24 21:00:00,2112.772,1796.7013088,0.8504,20000,17008,0,0,96049.37,81680.384248,410041.09,348698.942936,311878.95,265221.85908
2017-10-25 21:00:00,2112.772,1796.72243652,0.85041,20000,17008.2,0,0,96049.37,81681.3447417,422025.42,358894.6374222,323863.28,275416.5719448
2017-10-26 21:00:00,2112.772,1787.34172884,0.84597,20000,16919.4,0,0,96049.37,81254.8855389,419574.75,354947.6512575,321412.61,271905.4256817
2017-10-27 21:00:00,2112.772,1815.52610732,0.85931,20000,17186.2,0,0,96049.37,82536.1841347,427174.68,367075.4742708,329012.54,282723.7657474
2017-10-28 21:00:00,2112.772,1820.63901556,0.86173,20000,17234.6,0,0,96049.37,82768.6236101,400813.44,345392.9656512,302651.3,260803.704749
2017-10-29 21:00:00,2112.772,1820.63901556,0.86173,20000,17234.6,0,0,96049.37,82768.6236101,400813.44,345392.9656512,302651.3,260803.704749
2017-10-30 21:00:00,2112.772,1820.63901556,0.86173,20000,17234.6,0,0,96049.37,82768.6236101,400813.44,345392.9656512,302651.3,260803.704749
2017-10-31 21:00:00,2112.772,1813.11754724,0.85817,20000,17163.4,0,0,96049.37,82426.6878529,416259.32,357221.2606444,318097.18,272981.4569606
2017-11-01 21:00:00,2112.772,1813.26544128,0.85824,20000,17164.8,0,0,96049.37,82433.4113088,437474.82,375458.3895168,339312.68,291211.7144832
2017-11-02 21:00:00,2112.772,1816.85715368,0.85994,20000,17198.8,0,0,96049.37,82596.6952378,438704.63,377259.6595222,340542.49,292846.1088506
2017-11-03 21:00:00,2112.772,1811.70199,0.8575,20000,17150,0,0,96049.37,82362.334775,436217.12,374056.1804,338054.98,289882.14535
2017-11-04 21:00:00,2112.772,1819.01218112,0.86096,20000,17219.2,0,0,96049.37,82694.6655952,441119.1,379785.900336,342956.96,295272.2242816
2017-11-05 21:00:00,2112.772,1819.01218112,0.86096,20000,17219.2,0,0,96049.37,82694.6655952,441119.1,379785.900336,342956.96,295272.2242816
2017-11-06 21:00:00,2112.772,1819.01218112,0.86096,20000,17219.2,0,0,96049.37,82694.6655952,441119.1,379785.900336,342956.96,295272.2242816
2017-11-07 21:00:00,2112.772,1819.37135236,0.86113,20000,17222.6,0,0,96049.37,82710.9939881,461729.71,397609.3051723,363567.57,313078.9415541
2017-11-08 21:00:00,2112.772,1821.18833628,0.86199,20000,17239.8,0,0,96049.37,82793.5964463,490496.85,422803.3797315,392334.71,338188.5966729
