request date,EUR cash balance,Total cash balance in EUR,EUR-EUR exchange rate,EUR deposits,Total deposits in EUR,EUR withdrawals,Total withdrawals in EUR,EUR investments,Total investment in EUR,Market value of the EUR investments,Total market value in EUR,P/L in EUR,Total P/L in EUR
2017-03-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-03-31 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-04-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-05-31 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-06-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-07-31 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-08-31 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-09-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-10-31 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-11-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-01 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-02 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-03 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-04 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-05 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-06 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-07 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-08 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-09 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-10 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-11 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-12 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-13 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-14 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-15 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-16 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-17 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-18 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-19 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-20 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-21 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-22 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-23 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-24 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-25 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-26 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-27 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-28 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-29 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-30 21:00:00,,0,,,0,,0,,0,,0,,0
2017-12-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-01-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-02-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-03-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-04-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-11 21:00:00,,0,,,0,,0,,0,,0,,0
